location,date,vaccine,total_vaccinations
Hungary,2021-01-01,Pfizer/BioNTech,1095
Hungary,2021-01-08,Pfizer/BioNTech,71815
Hungary,2021-01-15,Moderna,3045
Hungary,2021-01-15,Pfizer/BioNTech,120515
Hungary,2021-01-22,Moderna,3110
Hungary,2021-01-22,Pfizer/BioNTech,153055
Hungary,2021-01-29,Moderna,3289
Hungary,2021-01-29,Pfizer/BioNTech,299730
Hungary,2021-02-05,Moderna,14413
Hungary,2021-02-05,Oxford/AstraZeneca,0
Hungary,2021-02-05,Pfizer/BioNTech,382360
Hungary,2021-02-05,Sputnik V,0
Hungary,2021-02-12,Moderna,17526
Hungary,2021-02-12,Oxford/AstraZeneca,20101
Hungary,2021-02-12,Pfizer/BioNTech,439830
Hungary,2021-02-12,Sputnik V,2385
Hungary,2021-02-19,Moderna,21249
Hungary,2021-02-19,Oxford/AstraZeneca,43574
Hungary,2021-02-19,Pfizer/BioNTech,577726
Hungary,2021-02-19,Sinopharm/Beijing,0
Hungary,2021-02-19,Sputnik V,18484
Hungary,2021-02-26,Moderna,22501
Hungary,2021-02-26,Oxford/AstraZeneca,85258
Hungary,2021-02-26,Pfizer/BioNTech,665513
Hungary,2021-02-26,Sinopharm/Beijing,162077
Hungary,2021-02-26,Sputnik V,19321
Hungary,2021-03-05,Moderna,59086
Hungary,2021-03-05,Oxford/AstraZeneca,101860
Hungary,2021-03-05,Pfizer/BioNTech,772330
Hungary,2021-03-05,Sinopharm/Beijing,368592
Hungary,2021-03-05,Sputnik V,22756
Hungary,2021-03-12,Moderna,74445
Hungary,2021-03-12,Oxford/AstraZeneca,239095
Hungary,2021-03-12,Pfizer/BioNTech,891614
Hungary,2021-03-12,Sinopharm/Beijing,492383
Hungary,2021-03-12,Sputnik V,54724
Hungary,2021-03-19,Moderna,79115
Hungary,2021-03-19,Oxford/AstraZeneca,298517
Hungary,2021-03-19,Pfizer/BioNTech,1054896
Hungary,2021-03-19,Sinopharm/Beijing,505062
Hungary,2021-03-19,Sputnik V,143314
Hungary,2021-03-26,Moderna,84172
Hungary,2021-03-26,Oxford/AstraZeneca,398166
Hungary,2021-03-26,Pfizer/BioNTech,1211790
Hungary,2021-03-26,Sinopharm/Beijing,687323
Hungary,2021-03-26,Sputnik V,233879
Hungary,2021-04-02,Moderna,149942
Hungary,2021-04-02,Oxford/AstraZeneca,427844
Hungary,2021-04-02,Pfizer/BioNTech,1428960
Hungary,2021-04-02,Sinopharm/Beijing,885907
Hungary,2021-04-02,Sputnik V,388391
Hungary,2021-04-09,Moderna,203839
Hungary,2021-04-09,Oxford/AstraZeneca,590675
Hungary,2021-04-09,Pfizer/BioNTech,1633326
Hungary,2021-04-09,Sinopharm/Beijing,1013005
Hungary,2021-04-09,Sputnik V,676266
Hungary,2021-04-16,Johnson&Johnson,0
Hungary,2021-04-16,Moderna,206499
Hungary,2021-04-16,Oxford/AstraZeneca,637425
Hungary,2021-04-16,Pfizer/BioNTech,1849226
Hungary,2021-04-16,Sinopharm/Beijing,1030350
Hungary,2021-04-16,Sputnik V,924750
Hungary,2021-04-23,Johnson&Johnson,0
Hungary,2021-04-23,Moderna,269215
Hungary,2021-04-23,Oxford/AstraZeneca,663482
Hungary,2021-04-23,Pfizer/BioNTech,2169616
Hungary,2021-04-23,Sinopharm/Beijing,1051731
Hungary,2021-04-23,Sputnik V,1097161
Hungary,2021-04-30,Johnson&Johnson,0
Hungary,2021-04-30,Moderna,314650
Hungary,2021-04-30,Oxford/AstraZeneca,669327
Hungary,2021-04-30,Pfizer/BioNTech,2445274
Hungary,2021-04-30,Sinopharm/Beijing,1391195
Hungary,2021-04-30,Sputnik V,1302893
Hungary,2021-05-07,Johnson&Johnson,3022
Hungary,2021-05-07,Moderna,358591
Hungary,2021-05-07,Oxford/AstraZeneca,718481
Hungary,2021-05-07,Pfizer/BioNTech,2693362
Hungary,2021-05-07,Sinopharm/Beijing,1464478
Hungary,2021-05-07,Sputnik V,1520581
Hungary,2021-05-14,Johnson&Johnson,20224
Hungary,2021-05-14,Moderna,400402
Hungary,2021-05-14,Oxford/AstraZeneca,756076
Hungary,2021-05-14,Pfizer/BioNTech,2909481
Hungary,2021-05-14,Sinopharm/Beijing,1515513
Hungary,2021-05-14,Sputnik V,1609566
Hungary,2021-05-21,Johnson&Johnson,48840
Hungary,2021-05-21,Moderna,487077
Hungary,2021-05-21,Oxford/AstraZeneca,780614
Hungary,2021-05-21,Pfizer/BioNTech,3309053
Hungary,2021-05-21,Sinopharm/Beijing,1556829
Hungary,2021-05-21,Sputnik V,1632758
Hungary,2021-05-28,Johnson&Johnson,61253
Hungary,2021-05-28,Moderna,522677
Hungary,2021-05-28,Oxford/AstraZeneca,809727
Hungary,2021-05-28,Pfizer/BioNTech,3562970
Hungary,2021-05-28,Sinopharm/Beijing,1852676
Hungary,2021-05-28,Sputnik V,1694187
Hungary,2021-06-04,Johnson&Johnson,74656
Hungary,2021-06-04,Moderna,543091
Hungary,2021-06-04,Oxford/AstraZeneca,923626
Hungary,2021-06-04,Pfizer/BioNTech,3749177
Hungary,2021-06-04,Sinopharm/Beijing,1932634
Hungary,2021-06-04,Sputnik V,1746818
Hungary,2021-06-11,Johnson&Johnson,84534
Hungary,2021-06-11,Moderna,588126
Hungary,2021-06-11,Oxford/AstraZeneca,974668
Hungary,2021-06-11,Pfizer/BioNTech,3838246
Hungary,2021-06-11,Sinopharm/Beijing,1988148
Hungary,2021-06-11,Sputnik V,1768262
Hungary,2021-06-18,Johnson&Johnson,91904
Hungary,2021-06-18,Moderna,619992
Hungary,2021-06-18,Oxford/AstraZeneca,1027690
Hungary,2021-06-18,Pfizer/BioNTech,3957616
Hungary,2021-06-18,Sinopharm/Beijing,2018784
Hungary,2021-06-18,Sputnik V,1778061
Hungary,2021-06-25,Johnson&Johnson,96881
Hungary,2021-06-25,Moderna,650048
Hungary,2021-06-25,Oxford/AstraZeneca,1066788
Hungary,2021-06-25,Pfizer/BioNTech,4214281
Hungary,2021-06-25,Sinopharm/Beijing,2035373
Hungary,2021-06-25,Sputnik V,1783131
Hungary,2021-07-02,Johnson&Johnson,99609
Hungary,2021-07-02,Moderna,663308
Hungary,2021-07-02,Oxford/AstraZeneca,1164012
Hungary,2021-07-02,Pfizer/BioNTech,4286386
Hungary,2021-07-02,Sinopharm/Beijing,2046334
Hungary,2021-07-02,Sputnik V,1786904
Hungary,2021-07-09,Johnson&Johnson,104340
Hungary,2021-07-09,Moderna,671489
Hungary,2021-07-09,Oxford/AstraZeneca,1194044
Hungary,2021-07-09,Pfizer/BioNTech,4368674
Hungary,2021-07-09,Sinopharm/Beijing,2055481
Hungary,2021-07-09,Sputnik V,1789966
Hungary,2021-07-16,Johnson&Johnson,110168
Hungary,2021-07-16,Moderna,675312
Hungary,2021-07-16,Oxford/AstraZeneca,1209269
Hungary,2021-07-16,Pfizer/BioNTech,4441576
Hungary,2021-07-16,Sinopharm/Beijing,2061652
Hungary,2021-07-16,Sputnik V,1791822
Hungary,2021-07-23,Johnson&Johnson,116247
Hungary,2021-07-23,Moderna,676977
Hungary,2021-07-23,Oxford/AstraZeneca,1213585
Hungary,2021-07-23,Pfizer/BioNTech,4489027
Hungary,2021-07-23,Sinopharm/Beijing,2066542
Hungary,2021-07-23,Sputnik V,1793351
Hungary,2021-07-30,Johnson&Johnson,122677
Hungary,2021-07-30,Moderna,677801
Hungary,2021-07-30,Oxford/AstraZeneca,1238032
Hungary,2021-07-30,Pfizer/BioNTech,4516819
Hungary,2021-07-30,Sinopharm/Beijing,2070374
Hungary,2021-07-30,Sputnik V,1794751
Hungary,2021-08-06,Johnson&Johnson,127199
Hungary,2021-08-06,Moderna,679552
Hungary,2021-08-06,Oxford/AstraZeneca,1241201
Hungary,2021-08-06,Pfizer/BioNTech,4578388
Hungary,2021-08-06,Sinopharm/Beijing,2074931
Hungary,2021-08-06,Sputnik V,1796025
Hungary,2021-08-13,Johnson&Johnson,133928
Hungary,2021-08-13,Moderna,683206
Hungary,2021-08-13,Oxford/AstraZeneca,1243223
Hungary,2021-08-13,Pfizer/BioNTech,4679602
Hungary,2021-08-13,Sinopharm/Beijing,2080857
Hungary,2021-08-13,Sputnik V,1797515
Hungary,2021-08-20,Johnson&Johnson,139952
Hungary,2021-08-20,Moderna,686348
Hungary,2021-08-20,Oxford/AstraZeneca,1243789
Hungary,2021-08-20,Pfizer/BioNTech,4765219
Hungary,2021-08-20,Sinopharm/Beijing,2085880
Hungary,2021-08-20,Sputnik V,1798625
Hungary,2021-08-27,Johnson&Johnson,151170
Hungary,2021-08-27,Moderna,691175
Hungary,2021-08-27,Oxford/AstraZeneca,1244701
Hungary,2021-08-27,Pfizer/BioNTech,4888769
Hungary,2021-08-27,Sinopharm/Beijing,2093430
Hungary,2021-08-27,Sputnik V,1800186
Hungary,2021-09-03,Johnson&Johnson,157534
Hungary,2021-09-03,Moderna,696917
Hungary,2021-09-03,Oxford/AstraZeneca,1245404
Hungary,2021-09-03,Pfizer/BioNTech,5014875
Hungary,2021-09-03,Sinopharm/Beijing,2100737
Hungary,2021-09-03,Sputnik V,1801654
Hungary,2021-09-10,Johnson&Johnson,165116
Hungary,2021-09-10,Moderna,704855
Hungary,2021-09-10,Oxford/AstraZeneca,1245928
Hungary,2021-09-10,Pfizer/BioNTech,5135255
Hungary,2021-09-10,Sinopharm/Beijing,2106953
Hungary,2021-09-10,Sputnik V,1802940
Hungary,2021-09-17,Johnson&Johnson,172268
Hungary,2021-09-17,Moderna,713156
Hungary,2021-09-17,Oxford/AstraZeneca,1246345
Hungary,2021-09-17,Pfizer/BioNTech,5247775
Hungary,2021-09-17,Sinopharm/Beijing,2112177
Hungary,2021-09-17,Sputnik V,1804017
Hungary,2021-09-24,Johnson&Johnson,178696
Hungary,2021-09-24,Moderna,721610
Hungary,2021-09-24,Oxford/AstraZeneca,1246683
Hungary,2021-09-24,Pfizer/BioNTech,5362453
Hungary,2021-09-24,Sinopharm/Beijing,2117889
Hungary,2021-09-24,Sputnik V,1805092
Hungary,2021-10-01,Johnson&Johnson,185598
Hungary,2021-10-01,Moderna,729067
Hungary,2021-10-01,Oxford/AstraZeneca,1246988
Hungary,2021-10-01,Pfizer/BioNTech,5462640
Hungary,2021-10-01,Sinopharm/Beijing,2124653
Hungary,2021-10-01,Sputnik V,1805956
Hungary,2021-10-08,Johnson&Johnson,191711
Hungary,2021-10-08,Moderna,737485
Hungary,2021-10-08,Oxford/AstraZeneca,1247284
Hungary,2021-10-08,Pfizer/BioNTech,5564172
Hungary,2021-10-08,Sinopharm/Beijing,2129673
Hungary,2021-10-08,Sputnik V,1806395
Hungary,2021-10-15,Johnson&Johnson,197798
Hungary,2021-10-15,Moderna,745856
Hungary,2021-10-15,Oxford/AstraZeneca,1247567
Hungary,2021-10-15,Pfizer/BioNTech,5669474
Hungary,2021-10-15,Sinopharm/Beijing,2134168
Hungary,2021-10-15,Sputnik V,1806788
Hungary,2021-10-22,Johnson&Johnson,203946
Hungary,2021-10-22,Moderna,756421
Hungary,2021-10-22,Oxford/AstraZeneca,1247851
Hungary,2021-10-22,Pfizer/BioNTech,5778231
Hungary,2021-10-22,Sinopharm/Beijing,2138356
Hungary,2021-10-22,Sputnik V,1807105
Hungary,2021-10-29,Johnson&Johnson,211505
Hungary,2021-10-29,Moderna,767095
Hungary,2021-10-29,Oxford/AstraZeneca,1248171
Hungary,2021-10-29,Pfizer/BioNTech,5895591
Hungary,2021-10-29,Sinopharm/Beijing,2142489
Hungary,2021-10-29,Sputnik V,1807272
Hungary,2021-11-05,Johnson&Johnson,220792
Hungary,2021-11-05,Moderna,781452
Hungary,2021-11-05,Oxford/AstraZeneca,1248464
Hungary,2021-11-05,Pfizer/BioNTech,6043276
Hungary,2021-11-05,Sinopharm/Beijing,2147493
Hungary,2021-11-05,Sputnik V,1807313
Hungary,2021-11-12,Johnson&Johnson,232751
Hungary,2021-11-12,Moderna,803228
Hungary,2021-11-12,Oxford/AstraZeneca,1248864
Hungary,2021-11-12,Pfizer/BioNTech,6258577
Hungary,2021-11-12,Sinopharm/Beijing,2153828
Hungary,2021-11-12,Sputnik V,1807348
Hungary,2021-11-19,Johnson&Johnson,243458
Hungary,2021-11-19,Moderna,825157
Hungary,2021-11-19,Oxford/AstraZeneca,1249156
Hungary,2021-11-19,Pfizer/BioNTech,6488275
Hungary,2021-11-19,Sinopharm/Beijing,2160969
Hungary,2021-11-19,Sputnik V,1807392
Hungary,2021-11-26,Johnson&Johnson,278281
Hungary,2021-11-26,Moderna,896988
Hungary,2021-11-26,Oxford/AstraZeneca,1250883
Hungary,2021-11-26,Pfizer/BioNTech,7105356
Hungary,2021-11-26,Sinopharm/Beijing,2185869
Hungary,2021-11-26,Sputnik V,1807392
Hungary,2021-12-03,Johnson&Johnson,291980
Hungary,2021-12-03,Moderna,930225
Hungary,2021-12-03,Oxford/AstraZeneca,1250934
Hungary,2021-12-03,Pfizer/BioNTech,7378355
Hungary,2021-12-03,Sinopharm/Beijing,2201519
Hungary,2021-12-03,Sputnik V,1807392
Hungary,2021-12-10,Johnson&Johnson,292589
Hungary,2021-12-10,Moderna,945849
Hungary,2021-12-10,Oxford/AstraZeneca,1251161
Hungary,2021-12-10,Pfizer/BioNTech,7508497
Hungary,2021-12-10,Sinopharm/Beijing,2210826
Hungary,2021-12-10,Sputnik V,1807392
Iceland,2020-12-28,Johnson&Johnson,0
Iceland,2020-12-28,Moderna,1
Iceland,2020-12-28,Oxford/AstraZeneca,0
Iceland,2020-12-28,Pfizer/BioNTech,9
Iceland,2020-12-29,Johnson&Johnson,0
Iceland,2020-12-29,Moderna,1
Iceland,2020-12-29,Oxford/AstraZeneca,0
Iceland,2020-12-29,Pfizer/BioNTech,2532
Iceland,2020-12-30,Johnson&Johnson,0
Iceland,2020-12-30,Moderna,1
Iceland,2020-12-30,Oxford/AstraZeneca,0
Iceland,2020-12-30,Pfizer/BioNTech,4949
Iceland,2020-12-31,Johnson&Johnson,0
Iceland,2020-12-31,Moderna,1
Iceland,2020-12-31,Oxford/AstraZeneca,0
Iceland,2020-12-31,Pfizer/BioNTech,4950
Iceland,2021-01-04,Johnson&Johnson,0
Iceland,2021-01-04,Moderna,2
Iceland,2021-01-04,Oxford/AstraZeneca,0
Iceland,2021-01-04,Pfizer/BioNTech,4950
Iceland,2021-01-05,Johnson&Johnson,0
Iceland,2021-01-05,Moderna,4
Iceland,2021-01-05,Oxford/AstraZeneca,0
Iceland,2021-01-05,Pfizer/BioNTech,4957
Iceland,2021-01-06,Johnson&Johnson,0
Iceland,2021-01-06,Moderna,4
Iceland,2021-01-06,Oxford/AstraZeneca,0
Iceland,2021-01-06,Pfizer/BioNTech,4960
Iceland,2021-01-07,Johnson&Johnson,0
Iceland,2021-01-07,Moderna,5
Iceland,2021-01-07,Oxford/AstraZeneca,0
Iceland,2021-01-07,Pfizer/BioNTech,4963
Iceland,2021-01-08,Johnson&Johnson,0
Iceland,2021-01-08,Moderna,5
Iceland,2021-01-08,Oxford/AstraZeneca,0
Iceland,2021-01-08,Pfizer/BioNTech,4965
Iceland,2021-01-09,Johnson&Johnson,0
Iceland,2021-01-09,Moderna,5
Iceland,2021-01-09,Oxford/AstraZeneca,0
Iceland,2021-01-09,Pfizer/BioNTech,4966
Iceland,2021-01-11,Johnson&Johnson,0
Iceland,2021-01-11,Moderna,5
Iceland,2021-01-11,Oxford/AstraZeneca,0
Iceland,2021-01-11,Pfizer/BioNTech,4967
Iceland,2021-01-12,Johnson&Johnson,0
Iceland,2021-01-12,Moderna,5
Iceland,2021-01-12,Oxford/AstraZeneca,0
Iceland,2021-01-12,Pfizer/BioNTech,4970
Iceland,2021-01-13,Johnson&Johnson,0
Iceland,2021-01-13,Moderna,505
Iceland,2021-01-13,Oxford/AstraZeneca,0
Iceland,2021-01-13,Pfizer/BioNTech,4971
Iceland,2021-01-14,Johnson&Johnson,0
Iceland,2021-01-14,Moderna,848
Iceland,2021-01-14,Oxford/AstraZeneca,0
Iceland,2021-01-14,Pfizer/BioNTech,4972
Iceland,2021-01-15,Johnson&Johnson,0
Iceland,2021-01-15,Moderna,1267
Iceland,2021-01-15,Oxford/AstraZeneca,0
Iceland,2021-01-15,Pfizer/BioNTech,4976
Iceland,2021-01-16,Johnson&Johnson,0
Iceland,2021-01-16,Moderna,1268
Iceland,2021-01-16,Oxford/AstraZeneca,0
Iceland,2021-01-16,Pfizer/BioNTech,4977
Iceland,2021-01-18,Johnson&Johnson,0
Iceland,2021-01-18,Moderna,1270
Iceland,2021-01-18,Oxford/AstraZeneca,0
Iceland,2021-01-18,Pfizer/BioNTech,5012
Iceland,2021-01-19,Johnson&Johnson,0
Iceland,2021-01-19,Moderna,1270
Iceland,2021-01-19,Oxford/AstraZeneca,0
Iceland,2021-01-19,Pfizer/BioNTech,6108
Iceland,2021-01-20,Johnson&Johnson,0
Iceland,2021-01-20,Moderna,1271
Iceland,2021-01-20,Oxford/AstraZeneca,0
Iceland,2021-01-20,Pfizer/BioNTech,7871
Iceland,2021-01-21,Johnson&Johnson,0
Iceland,2021-01-21,Moderna,1271
Iceland,2021-01-21,Oxford/AstraZeneca,1
Iceland,2021-01-21,Pfizer/BioNTech,11651
Iceland,2021-01-22,Johnson&Johnson,0
Iceland,2021-01-22,Moderna,1271
Iceland,2021-01-22,Oxford/AstraZeneca,1
Iceland,2021-01-22,Pfizer/BioNTech,13545
Iceland,2021-01-23,Johnson&Johnson,0
Iceland,2021-01-23,Moderna,1274
Iceland,2021-01-23,Oxford/AstraZeneca,1
Iceland,2021-01-23,Pfizer/BioNTech,14095
Iceland,2021-01-24,Johnson&Johnson,0
Iceland,2021-01-24,Moderna,1274
Iceland,2021-01-24,Oxford/AstraZeneca,1
Iceland,2021-01-24,Pfizer/BioNTech,14096
Iceland,2021-01-25,Johnson&Johnson,0
Iceland,2021-01-25,Moderna,1275
Iceland,2021-01-25,Oxford/AstraZeneca,2
Iceland,2021-01-25,Pfizer/BioNTech,14253
Iceland,2021-01-26,Johnson&Johnson,0
Iceland,2021-01-26,Moderna,1276
Iceland,2021-01-26,Oxford/AstraZeneca,2
Iceland,2021-01-26,Pfizer/BioNTech,14360
Iceland,2021-01-27,Johnson&Johnson,0
Iceland,2021-01-27,Moderna,1276
Iceland,2021-01-27,Oxford/AstraZeneca,2
Iceland,2021-01-27,Pfizer/BioNTech,14378
Iceland,2021-01-28,Johnson&Johnson,0
Iceland,2021-01-28,Moderna,1277
Iceland,2021-01-28,Oxford/AstraZeneca,2
Iceland,2021-01-28,Pfizer/BioNTech,14385
Iceland,2021-01-29,Johnson&Johnson,0
Iceland,2021-01-29,Moderna,1277
Iceland,2021-01-29,Oxford/AstraZeneca,2
Iceland,2021-01-29,Pfizer/BioNTech,14389
Iceland,2021-01-30,Johnson&Johnson,0
Iceland,2021-01-30,Moderna,1277
Iceland,2021-01-30,Oxford/AstraZeneca,2
Iceland,2021-01-30,Pfizer/BioNTech,14391
Iceland,2021-02-01,Johnson&Johnson,0
Iceland,2021-02-01,Moderna,1277
Iceland,2021-02-01,Oxford/AstraZeneca,2
Iceland,2021-02-01,Pfizer/BioNTech,14828
Iceland,2021-02-02,Johnson&Johnson,0
Iceland,2021-02-02,Moderna,1279
Iceland,2021-02-02,Oxford/AstraZeneca,2
Iceland,2021-02-02,Pfizer/BioNTech,15845
Iceland,2021-02-03,Johnson&Johnson,0
Iceland,2021-02-03,Moderna,1281
Iceland,2021-02-03,Oxford/AstraZeneca,2
Iceland,2021-02-03,Pfizer/BioNTech,16375
Iceland,2021-02-04,Johnson&Johnson,0
Iceland,2021-02-04,Moderna,1281
Iceland,2021-02-04,Oxford/AstraZeneca,2
Iceland,2021-02-04,Pfizer/BioNTech,16416
Iceland,2021-02-05,Johnson&Johnson,0
Iceland,2021-02-05,Moderna,1282
Iceland,2021-02-05,Oxford/AstraZeneca,2
Iceland,2021-02-05,Pfizer/BioNTech,16443
Iceland,2021-02-06,Johnson&Johnson,1
Iceland,2021-02-06,Moderna,1282
Iceland,2021-02-06,Oxford/AstraZeneca,3
Iceland,2021-02-06,Pfizer/BioNTech,16567
Iceland,2021-02-08,Johnson&Johnson,1
Iceland,2021-02-08,Moderna,1282
Iceland,2021-02-08,Oxford/AstraZeneca,5
Iceland,2021-02-08,Pfizer/BioNTech,16568
Iceland,2021-02-09,Johnson&Johnson,1
Iceland,2021-02-09,Moderna,1282
Iceland,2021-02-09,Oxford/AstraZeneca,5
Iceland,2021-02-09,Pfizer/BioNTech,16570
Iceland,2021-02-10,Johnson&Johnson,1
Iceland,2021-02-10,Moderna,1832
Iceland,2021-02-10,Oxford/AstraZeneca,5
Iceland,2021-02-10,Pfizer/BioNTech,16573
Iceland,2021-02-11,Johnson&Johnson,1
Iceland,2021-02-11,Moderna,2011
Iceland,2021-02-11,Oxford/AstraZeneca,1213
Iceland,2021-02-11,Pfizer/BioNTech,16577
Iceland,2021-02-12,Johnson&Johnson,1
Iceland,2021-02-12,Moderna,2220
Iceland,2021-02-12,Oxford/AstraZeneca,1213
Iceland,2021-02-12,Pfizer/BioNTech,16595
Iceland,2021-02-13,Johnson&Johnson,1
Iceland,2021-02-13,Moderna,2221
Iceland,2021-02-13,Oxford/AstraZeneca,1213
Iceland,2021-02-13,Pfizer/BioNTech,16596
Iceland,2021-02-15,Johnson&Johnson,1
Iceland,2021-02-15,Moderna,2408
Iceland,2021-02-15,Oxford/AstraZeneca,1213
Iceland,2021-02-15,Pfizer/BioNTech,16600
Iceland,2021-02-16,Johnson&Johnson,1
Iceland,2021-02-16,Moderna,2608
Iceland,2021-02-16,Oxford/AstraZeneca,1258
Iceland,2021-02-16,Pfizer/BioNTech,17897
Iceland,2021-02-17,Johnson&Johnson,1
Iceland,2021-02-17,Moderna,3261
Iceland,2021-02-17,Oxford/AstraZeneca,1522
Iceland,2021-02-17,Pfizer/BioNTech,20326
Iceland,2021-02-18,Johnson&Johnson,1
Iceland,2021-02-18,Moderna,3602
Iceland,2021-02-18,Oxford/AstraZeneca,1601
Iceland,2021-02-18,Pfizer/BioNTech,20782
Iceland,2021-02-19,Johnson&Johnson,1
Iceland,2021-02-19,Moderna,3933
Iceland,2021-02-19,Oxford/AstraZeneca,2725
Iceland,2021-02-19,Pfizer/BioNTech,20972
Iceland,2021-02-20,Johnson&Johnson,1
Iceland,2021-02-20,Moderna,3935
Iceland,2021-02-20,Oxford/AstraZeneca,2726
Iceland,2021-02-20,Pfizer/BioNTech,21323
Iceland,2021-02-21,Johnson&Johnson,1
Iceland,2021-02-21,Moderna,3935
Iceland,2021-02-21,Oxford/AstraZeneca,2726
Iceland,2021-02-21,Pfizer/BioNTech,21324
Iceland,2021-02-22,Johnson&Johnson,1
Iceland,2021-02-22,Moderna,3936
Iceland,2021-02-22,Oxford/AstraZeneca,2843
Iceland,2021-02-22,Pfizer/BioNTech,21351
Iceland,2021-02-23,Johnson&Johnson,1
Iceland,2021-02-23,Moderna,3938
Iceland,2021-02-23,Oxford/AstraZeneca,3165
Iceland,2021-02-23,Pfizer/BioNTech,22727
Iceland,2021-02-24,Johnson&Johnson,1
Iceland,2021-02-24,Moderna,3938
Iceland,2021-02-24,Oxford/AstraZeneca,3738
Iceland,2021-02-24,Pfizer/BioNTech,24046
Iceland,2021-02-25,Johnson&Johnson,1
Iceland,2021-02-25,Moderna,3938
Iceland,2021-02-25,Oxford/AstraZeneca,3949
Iceland,2021-02-25,Pfizer/BioNTech,24569
Iceland,2021-02-26,Johnson&Johnson,1
Iceland,2021-02-26,Moderna,3938
Iceland,2021-02-26,Oxford/AstraZeneca,5179
Iceland,2021-02-26,Pfizer/BioNTech,24730
Iceland,2021-02-27,Johnson&Johnson,1
Iceland,2021-02-27,Moderna,3938
Iceland,2021-02-27,Oxford/AstraZeneca,5183
Iceland,2021-02-27,Pfizer/BioNTech,24889
Iceland,2021-03-01,Johnson&Johnson,1
Iceland,2021-03-01,Moderna,3938
Iceland,2021-03-01,Oxford/AstraZeneca,5281
Iceland,2021-03-01,Pfizer/BioNTech,24893
Iceland,2021-03-02,Johnson&Johnson,1
Iceland,2021-03-02,Moderna,3939
Iceland,2021-03-02,Oxford/AstraZeneca,5418
Iceland,2021-03-02,Pfizer/BioNTech,27253
Iceland,2021-03-03,Johnson&Johnson,1
Iceland,2021-03-03,Moderna,3942
Iceland,2021-03-03,Oxford/AstraZeneca,5535
Iceland,2021-03-03,Pfizer/BioNTech,30016
Iceland,2021-03-04,Johnson&Johnson,1
Iceland,2021-03-04,Moderna,3944
Iceland,2021-03-04,Oxford/AstraZeneca,5903
Iceland,2021-03-04,Pfizer/BioNTech,30202
Iceland,2021-03-05,Johnson&Johnson,4
Iceland,2021-03-05,Moderna,3948
Iceland,2021-03-05,Oxford/AstraZeneca,8202
Iceland,2021-03-05,Pfizer/BioNTech,30210
Iceland,2021-03-06,Johnson&Johnson,4
Iceland,2021-03-06,Moderna,3948
Iceland,2021-03-06,Oxford/AstraZeneca,8205
Iceland,2021-03-06,Pfizer/BioNTech,30215
Iceland,2021-03-07,Johnson&Johnson,5
Iceland,2021-03-07,Moderna,3949
Iceland,2021-03-07,Oxford/AstraZeneca,8205
Iceland,2021-03-07,Pfizer/BioNTech,30215
Iceland,2021-03-08,Johnson&Johnson,5
Iceland,2021-03-08,Moderna,3949
Iceland,2021-03-08,Oxford/AstraZeneca,8214
Iceland,2021-03-08,Pfizer/BioNTech,30218
Iceland,2021-03-09,Johnson&Johnson,6
Iceland,2021-03-09,Moderna,3952
Iceland,2021-03-09,Oxford/AstraZeneca,8358
Iceland,2021-03-09,Pfizer/BioNTech,32899
Iceland,2021-03-10,Johnson&Johnson,6
Iceland,2021-03-10,Moderna,3956
Iceland,2021-03-10,Oxford/AstraZeneca,8963
Iceland,2021-03-10,Pfizer/BioNTech,33489
Iceland,2021-03-11,Johnson&Johnson,8
Iceland,2021-03-11,Moderna,3958
Iceland,2021-03-11,Oxford/AstraZeneca,9351
Iceland,2021-03-11,Pfizer/BioNTech,33921
Iceland,2021-03-12,Johnson&Johnson,9
Iceland,2021-03-12,Moderna,3958
Iceland,2021-03-12,Oxford/AstraZeneca,9351
Iceland,2021-03-12,Pfizer/BioNTech,34120
Iceland,2021-03-13,Johnson&Johnson,11
Iceland,2021-03-13,Moderna,3958
Iceland,2021-03-13,Oxford/AstraZeneca,9353
Iceland,2021-03-13,Pfizer/BioNTech,34123
Iceland,2021-03-14,Johnson&Johnson,11
Iceland,2021-03-14,Moderna,3959
Iceland,2021-03-14,Oxford/AstraZeneca,9353
Iceland,2021-03-14,Pfizer/BioNTech,34126
Iceland,2021-03-15,Johnson&Johnson,11
Iceland,2021-03-15,Moderna,3960
Iceland,2021-03-15,Oxford/AstraZeneca,9354
Iceland,2021-03-15,Pfizer/BioNTech,34147
Iceland,2021-03-16,Johnson&Johnson,11
Iceland,2021-03-16,Moderna,3963
Iceland,2021-03-16,Oxford/AstraZeneca,9354
Iceland,2021-03-16,Pfizer/BioNTech,37381
Iceland,2021-03-17,Johnson&Johnson,11
Iceland,2021-03-17,Moderna,4403
Iceland,2021-03-17,Oxford/AstraZeneca,9355
Iceland,2021-03-17,Pfizer/BioNTech,37913
Iceland,2021-03-18,Johnson&Johnson,11
Iceland,2021-03-18,Moderna,4684
Iceland,2021-03-18,Oxford/AstraZeneca,9367
Iceland,2021-03-18,Pfizer/BioNTech,38955
Iceland,2021-03-19,Johnson&Johnson,11
Iceland,2021-03-19,Moderna,4910
Iceland,2021-03-19,Oxford/AstraZeneca,9368
Iceland,2021-03-19,Pfizer/BioNTech,39146
Iceland,2021-03-20,Johnson&Johnson,11
Iceland,2021-03-20,Moderna,4910
Iceland,2021-03-20,Oxford/AstraZeneca,9370
